x,y,timestamp,subarray
17441532,0.085,2025-04-09T17:34:55.250529+00:00,0
17441568,0.0856,2025-04-09T17:34:55.250529+00:00,0
17441604,0.08415,2025-04-09T17:34:55.250529+00:00,0
17441640,0.08645,2025-04-09T17:34:55.250529+00:00,0
17441676,0.09564,2025-04-09T17:34:55.250529+00:00,0
17441712,0.1234,2025-04-09T17:34:55.250529+00:00,0
17441748,0.15341,2025-04-09T17:34:55.250529+00:00,0
17441784,0.12806,2025-04-09T17:34:55.250529+00:00,0
17441820,0.095,2025-04-09T17:34:55.250529+00:00,0
17441856,0.07739,2025-04-09T17:34:55.250529+00:00,0
17441892,0.05059,2025-04-09T17:34:55.250529+00:00,0
17441928,0.0113,2025-04-09T17:34:55.250529+00:00,0
17441964,0,2025-04-09T17:34:55.250529+00:00,0
17442000,-0.00159,2025-04-09T17:34:55.250529+00:00,0
17442036,0.015,2025-04-09T17:34:55.250529+00:00,0
17442072,0.04579,2025-04-09T17:34:55.250529+00:00,0
17442108,0.07092,2025-04-09T17:34:55.250529+00:00,0
17442144,0.09351,2025-04-09T17:34:55.250529+00:00,0
17442180,0.11889,2025-04-09T17:34:55.250529+00:00,0
17442216,0.12919,2025-04-09T17:34:55.250529+00:00,0
17442252,0.10417,2025-04-09T17:34:55.250529+00:00,0
17442288,0.0948,2025-04-09T17:34:55.250529+00:00,0
17442324,0.08951,2025-04-09T17:34:55.250529+00:00,0
17442360,0.085,2025-04-09T17:34:55.250529+00:00,0
17442396,0.08395,2025-04-09T17:34:55.250529+00:00,0
17442432,0.08395,2025-04-09T17:34:55.250529+00:00,0
17442468,0.08264,2025-04-09T17:34:55.250529+00:00,0
17442504,0.08224,2025-04-09T17:34:55.250529+00:00,0
17442540,0.08782,2025-04-09T17:34:55.250529+00:00,0
17442576,0.11569,2025-04-09T17:34:55.250529+00:00,0
17442612,0.14904,2025-04-09T17:34:55.250529+00:00,0
17442648,0.13059,2025-04-09T17:34:55.250529+00:00,0
17442684,0.09943,2025-04-09T17:34:55.250529+00:00,0
17442720,0.08571,2025-04-09T17:34:55.250529+00:00,0
